Date,Open,High,Low,Close,Adj Close,Volume
2020-02-06,20.540000915527344,20.6299991607666,20.15999984741211,20.219999313354492,19.698829650878906,90500
2020-02-07,20.030000686645508,20.389999389648438,20.010000228881836,20.260000228881836,19.7377986907959,56400
2020-02-10,20.15999984741211,20.219999313354492,20.0,20.190000534057617,19.66960334777832,66700
2020-02-11,20.450000762939453,20.450000762939453,20.1299991607666,20.260000228881836,19.7377986907959,186000
2020-02-12,20.40999984741211,20.59000015258789,20.25,20.34000015258789,19.815736770629883,110000
2020-02-13,20.399999618530273,20.399999618530273,20.049999237060547,20.260000228881836,19.7377986907959,98700
2020-02-14,20.3799991607666,20.5,20.170000076293945,20.389999389648438,19.86444854736328,166400
2020-02-18,20.34000015258789,20.34000015258789,19.510000228881836,19.739999771118164,19.231203079223633,361600
2020-02-19,19.780000686645508,19.780000686645508,19.110000610351562,19.239999771118164,18.744089126586914,140200
2020-02-20,19.149999618530273,19.360000610351562,18.940000534057617,19.190000534057617,18.69537925720215,140100
2020-02-21,19.079999923706055,19.450000762939453,19.040000915527344,19.290000915527344,18.792802810668945,102900
2020-02-24,19.0,19.0,18.600000381469727,18.770000457763672,18.286205291748047,106500
2020-02-25,18.770000457763672,18.850000381469727,18.450000762939453,18.6200008392334,18.140071868896484,160900
2020-02-26,18.600000381469727,19.200000762939453,18.600000381469727,18.8700008392334,18.38362693786621,275600
2020-02-27,18.520000457763672,18.959999084472656,18.459999084472656,18.770000457763672,18.286205291748047,271200
2020-02-28,18.40999984741211,18.489999771118164,17.59000015258789,18.06999969482422,17.604246139526367,268100
2020-03-02,18.0,18.90999984741211,17.889999389648438,18.84000015258789,18.354400634765625,228600
2020-03-03,18.90999984741211,19.610000610351562,18.729999542236328,19.1299991607666,18.636924743652344,263100
2020-03-04,19.229999542236328,19.520000457763672,19.040000915527344,19.420000076293945,18.919450759887695,143500
2020-03-05,19.049999237060547,19.170000076293945,18.6299991607666,18.75,18.266719818115234,196000
2020-03-06,18.350000381469727,18.549999237060547,18.25,18.3700008392334,17.896514892578125,176200
2020-03-09,17.479999542236328,17.6200008392334,17.149999618530273,17.229999542236328,16.78589630126953,177500
2020-03-10,17.6200008392334,18.06999969482422,17.329999923706055,18.049999237060547,17.584760665893555,190700
2020-03-11,17.709999084472656,17.790000915527344,17.06999969482422,17.260000228881836,16.81512451171875,199900
2020-03-12,16.450000762939453,16.450000762939453,15.010000228881836,16.059999465942383,15.646053314208984,231200
2020-03-13,16.760000228881836,17.15999984741211,16.420000076293945,17.1200008392334,16.678733825683594,250600
2020-03-16,14.569999694824219,15.710000038146973,14.569999694824219,14.789999961853027,14.408788681030273,184700
2020-03-17,15.069999694824219,16.059999465942383,15.069999694824219,15.380000114440918,14.98358154296875,214400
2020-03-18,14.670000076293945,14.770000457763672,12.5,13.619999885559082,13.26894474029541,144000
2020-03-19,13.449999809265137,16.549999237060547,13.449999809265137,15.550000190734863,15.149199485778809,274300
2020-03-20,15.989999771118164,17.25,15.199999809265137,15.520000457763672,15.119973182678223,491100
2020-03-23,15.369999885559082,15.680000305175781,14.079999923706055,14.180000305175781,13.8145112991333,299900
2020-03-24,14.569999694824219,15.1899995803833,14.039999961853027,14.34000015258789,13.97038745880127,156700
2020-03-25,14.449999809265137,14.920000076293945,14.319999694824219,14.5,14.126262664794922,108700
2020-03-26,14.5600004196167,15.829999923706055,14.5600004196167,15.75,15.34404468536377,211100
2020-03-27,14.699999809265137,15.630000114440918,14.609999656677246,15.300000190734863,14.905643463134766,377200
2020-03-30,15.3100004196167,15.640000343322754,15.0600004196167,15.470000267028809,15.071261405944824,210000
2020-03-31,15.680000305175781,16.260000228881836,15.680000305175781,16.110000610351562,15.6947660446167,146300
2020-04-01,15.619999885559082,16.209999084472656,15.329999923706055,15.90999984741211,15.499919891357422,147500
2020-04-02,16.450000762939453,17.40999984741211,16.450000762939453,17.3700008392334,16.92228889465332,226300
2020-04-03,17.25,17.559999465942383,17.100000381469727,17.450000762939453,17.000226974487305,219300
2020-04-06,18.200000762939453,18.690000534057617,17.670000076293945,18.299999237060547,17.828317642211914,179800
2020-04-07,18.5,18.739999771118164,17.399999618530273,17.729999542236328,17.27301025390625,205300
2020-04-08,17.65999984741211,17.760000228881836,17.270000457763672,17.40999984741211,16.961257934570312,157100
2020-04-09,17.420000076293945,17.8700008392334,17.420000076293945,17.549999237060547,17.09764862060547,96500
2020-04-13,17.489999771118164,17.549999237060547,17.049999237060547,17.450000762939453,17.000226974487305,103800
2020-04-14,17.65999984741211,18.170000076293945,17.389999389648438,17.40999984741211,16.961257934570312,120700
2020-04-15,17.059999465942383,17.610000610351562,16.579999923706055,17.079999923706055,16.63976287841797,123600
2020-04-16,17.280000686645508,17.3799991607666,16.489999771118164,16.899999618530273,16.46440315246582,171400
2020-04-17,17.149999618530273,17.5,16.600000381469727,16.729999542236328,16.298784255981445,127100
2020-04-20,16.489999771118164,16.5,16.040000915527344,16.049999237060547,15.636311531066895,203900
2020-04-21,15.779999732971191,15.989999771118164,15.380000114440918,15.800000190734863,15.392755508422852,296200
2020-04-22,15.970000267028809,16.200000762939453,15.970000267028809,16.149999618530273,15.733734130859375,222400
2020-04-23,16.239999771118164,16.56999969482422,16.049999237060547,16.06999969482422,15.65579605102539,288100
2020-04-24,16.1200008392334,16.15999984741211,15.479999542236328,15.779999732971191,15.373270988464355,232100
2020-04-27,15.84000015258789,16.329999923706055,15.640000343322754,16.239999771118164,15.821414947509766,121800
2020-04-28,16.450000762939453,17.389999389648438,16.280000686645508,17.270000457763672,16.824867248535156,342300
2020-04-29,17.469999313354492,18.229999542236328,17.43000030517578,18.149999618530273,17.68218421936035,183600
2020-04-30,18.040000915527344,18.25,17.670000076293945,17.950000762939453,17.487340927124023,174600
2020-05-01,17.549999237060547,17.549999237060547,16.989999771118164,17.31999969482422,16.873577117919922,109700
2020-05-04,17.219999313354492,17.520000457763672,16.93000030517578,17.40999984741211,16.961257934570312,134100
2020-05-05,17.510000228881836,18.09000015258789,17.420000076293945,17.760000228881836,17.302236557006836,162200
2020-05-06,17.829999923706055,18.020000457763672,17.489999771118164,17.860000610351562,17.399660110473633,128800
2020-05-07,17.90999984741211,18.299999237060547,17.780000686645508,17.790000915527344,17.331464767456055,119500
2020-05-08,18.09000015258789,18.350000381469727,17.260000228881836,17.440000534057617,16.99048614501953,149500
2020-05-11,17.229999542236328,17.56999969482422,17.0,17.0,16.561824798583984,164600
2020-05-12,17.170000076293945,17.719999313354492,16.950000762939453,17.0,16.561824798583984,243400
2020-05-13,17.010000228881836,17.079999923706055,16.219999313354492,16.3700008392334,15.948064804077148,149000
2020-05-14,16.219999313354492,16.709999084472656,15.920000076293945,16.510000228881836,16.084455490112305,108200
2020-05-15,16.329999923706055,16.530000686645508,16.030000686645508,16.079999923706055,15.665538787841797,162700
2020-05-18,16.3700008392334,16.84000015258789,16.3700008392334,16.739999771118164,16.30852699279785,226900
2020-05-19,16.770000457763672,16.84000015258789,16.450000762939453,16.459999084472656,16.035743713378906,162300
2020-05-20,16.690000534057617,16.920000076293945,16.440000534057617,16.920000076293945,16.483888626098633,262500
2020-05-21,16.90999984741211,17.170000076293945,16.670000076293945,17.170000076293945,16.72744369506836,87600
2020-05-22,17.049999237060547,17.049999237060547,16.469999313354492,16.559999465942383,16.13316535949707,140200
2020-05-26,16.8700008392334,17.190000534057617,16.770000457763672,16.8799991607666,16.444917678833008,246300
2020-05-27,17.190000534057617,17.329999923706055,16.75,17.31999969482422,16.873577117919922,226800
2020-05-28,17.420000076293945,17.420000076293945,16.489999771118164,16.56999969482422,16.142908096313477,166700
2020-05-29,16.3799991607666,16.690000534057617,16.290000915527344,16.540000915527344,16.113683700561523,218000
2020-06-01,16.559999465942383,17.510000228881836,16.520000457763672,17.209999084472656,16.76641273498535,153100
2020-06-02,17.399999618530273,18.239999771118164,17.399999618530273,18.040000915527344,17.57501983642578,302900
2020-06-03,18.059999465942383,18.780000686645508,18.059999465942383,18.31999969482422,17.847803115844727,172400
2020-06-04,18.190000534057617,19.06999969482422,18.149999618530273,18.989999771118164,18.500534057617188,249600
2020-06-05,19.690000534057617,20.100000381469727,19.56999969482422,20.06999969482422,19.552696228027344,213200
2020-06-08,20.1200008392334,20.540000915527344,19.6299991607666,20.520000457763672,19.991098403930664,121200
2020-06-09,20.90999984741211,20.90999984741211,19.670000076293945,20.040000915527344,19.523469924926758,161400
2020-06-10,19.90999984741211,20.280000686645508,19.700000762939453,19.75,19.240943908691406,104400
2020-06-11,19.200000762939453,19.200000762939453,18.75,18.979999542236328,18.49079132080078,157000
2020-06-12,19.350000381469727,19.719999313354492,18.65999984741211,19.1200008392334,18.62718391418457,169400
2020-06-15,18.729999542236328,18.889999389648438,18.239999771118164,18.670000076293945,18.18878173828125,105700
2020-06-16,19.1299991607666,19.25,18.770000457763672,19.059999465942383,18.568729400634766,122400
2020-06-17,19.18000030517578,19.219999313354492,18.799999237060547,18.940000534057617,18.45182228088379,96900
2020-06-18,18.780000686645508,18.809999465942383,18.219999313354492,18.299999237060547,17.828317642211914,101100
2020-06-19,18.450000762939453,18.530000686645508,18.149999618530273,18.450000762939453,17.97445297241211,122100
2020-06-22,18.420000076293945,18.84000015258789,18.290000915527344,18.450000762939453,17.97445297241211,87000
2020-06-23,18.700000762939453,18.850000381469727,18.469999313354492,18.6200008392334,18.140071868896484,147300
2020-06-24,18.68000030517578,18.68000030517578,18.309999465942383,18.329999923706055,17.857545852661133,153700
2020-06-25,18.260000228881836,18.559999465942383,18.260000228881836,18.3700008392334,17.896514892578125,133800
2020-06-26,18.209999084472656,18.209999084472656,17.809999465942383,17.809999465942383,17.350948333740234,62300
2020-06-29,17.93000030517578,17.93000030517578,17.690000534057617,17.829999923706055,17.370431900024414,44200
